idx,rssi
1738,22
1739,16
1740,19
1741,18
1742,19
1743,25
1744,25
1745,27
1746,32
1747,24
1748,35
1749,25
1750,37
1751,33
1752,28
1753,35
1754,34
1755,45
1756,34
1757,39
1758,31
1759,38
1760,38
1761,33
1762,40
1763,27
1764,30
1765,26
1766,29
1767,32
1768,38
1769,31
1770,23
1771,33
1772,25
1773,22
1774,24
1775,19
1776,20
1777,13
1778,9
1779,16
1780,19
1781,23
1782,28
1783,28
1784,27
1785,30
1786,30
1787,32
1788,38
1789,32
1790,26
1791,33
1792,38
1793,26
1794,29
1795,27
1796,36
1797,34
1798,26
1799,25
1800,31
1801,30
1802,34
1803,30
1804,34
1805,47
1806,37
1807,32
1808,31
1809,30
1810,36
1811,36
1812,38
1813,43
1814,37
1815,37
1816,38
1817,48
1818,46
1819,43
1820,44
1821,47
1822,34
1823,36
1824,37
1825,44
1826,46
1827,44
1828,52
1829,40
1830,41
1831,33
1832,48
1833,26
1834,25
1835,26
1836,40
1837,47
1838,44
1839,39
1840,40
1841,46
1842,47
1843,37
1844,38
1845,44
1846,36
1847,34
1848,38
1849,29
1850,29
1851,36
1852,44
1853,35
1854,32
1855,23
1856,26
1857,28
1858,28
1859,32
1860,37
1861,30
1862,37
1863,32
1864,32
1865,30
1866,38
1867,36
1868,28
1869,44
1870,31
1871,36
1872,35
1873,43
1874,47
1875,31
1876,32
1877,32
1878,28
1879,27
1880,35
1881,35
1882,26
1883,20
1884,19
1885,19
1886,21
1887,20
1888,24
1889,17
1890,16
1891,19
1892,18
1893,11
1894,12
1895,13
1896,15
1897,13
1898,10
1899,9
1900,15
1901,18
1902,25
1903,30
1904,46
1905,32
1906,35
1907,30
1908,27
1909,28
1910,29
1911,26
1912,32
1913,44
1914,31
1915,41
1916,30
1917,26
1918,28
1919,27
1920,28
1921,31
1922,25
1923,36
1924,33
1925,29
1926,34
1927,28
1928,23
1929,18
1930,22
1931,21
1932,18
1933,20
1934,20
1935,30
1936,36
1937,44
1938,42
1939,40
1940,33
1941,33
1942,35
1943,40
1944,35
1945,32
1946,44
1947,43
1948,38
1949,36
1950,26
1951,33
1952,36
1953,37
1954,30
1955,40
1956,41
1957,33
1958,31
1959,44
1960,33
1961,31
1962,33
1963,33
1964,29
1965,44
1966,26
1967,26
1968,43
1969,30
1970,39
1971,38
1972,36
1973,27
1974,57
1975,36
1976,28
1977,26
1978,32
1979,40
1980,43
1981,35
1982,32
1983,41
1984,37
