idx,rssi
1220,103.0
1221,101.0
1222,93.0
1223,97.0
1224,104.0
1225,99.0
1226,98.0
1227,94.0
1228,100.0
1229,90.0
1230,94.0
1231,103.0
1232,97.0
1233,103.0
1234,106.0
1235,100.0
1236,105.0
1237,93.0
1238,95.0
1239,99.0
1240,96.0
1241,98.0
1242,101.0
1243,102.0
1244,101.0
1245,104.0
1246,100.0
1247,99.0
1248,100.0
1249,95.0
1250,103.0
1251,100.0
1252,102.0
1253,106.0
1254,105.0
1255,104.0
1256,102.0
1257,102.0
1258,104.0
1259,101.0
1260,104.0
1261,97.0
1262,95.0
1263,104.0
1264,103.0
1265,106.0
1266,102.0
1267,101.0
1268,106.0
1269,103.0
1270,104.0
1271,103.0
1272,103.0
1273,102.0
1274,102.0
1275,104.0
1276,101.0
1277,100.0
1278,104.0
1279,107.0
1280,105.0
1281,105.0
1282,102.0
1283,105.0
1284,102.0
1285,106.0
1286,106.0
1287,102.0
1288,104.0
1289,108.0
1290,103.0
1291,98.0
1292,103.0
1293,101.0
1294,106.0
1295,103.0
1296,108.0
1297,100.0
1298,104.0
1299,100.0
1300,104.0
1301,106.0
1302,103.0
1303,105.0
1304,108.0
1305,107.0
1306,106.0
1307,105.0
1308,103.0
1309,102.0
1310,100.0
1311,107.0
1312,110.0
1313,106.0
1314,103.0
1315,103.0
1316,106.0
1317,113.0
1318,110.0
1319,105.0
1320,100.0
1321,111.0
1322,110.0
1323,113.0
1324,104.0
1325,105.0
1326,108.0
1327,109.0
1328,108.0
1329,106.0
1330,104.0
1331,108.0
1332,105.0
1333,110.0
1334,107.0
1335,106.0
1336,110.0
1337,109.0
1338,109.0
1339,107.0
1340,109.0
1341,105.0
1342,111.0
1343,107.0
1344,106.0
1345,107.0
1346,110.0
1347,106.0
1348,109.0
1349,108.0
1350,107.0
1351,107.0
1352,101.0
1353,106.0
1354,112.0
1355,107.0
1356,107.0
1357,107.0
1358,107.0
1359,105.0
1360,106.0
1361,102.0
1362,104.0
1363,106.0
1364,106.0
1365,108.0
1366,108.0
1367,109.0
1368,108.0
1369,107.0
1370,106.0
1371,104.0
1372,104.0
1373,106.0
1374,111.0
1375,108.0
1376,106.0
1377,109.0
1378,110.0
1379,105.0
1380,105.0
1381,110.0
1382,107.0
1383,110.0
1384,105.0
1385,106.0
1386,110.0
1387,111.0
1388,104.0
1389,107.0
1390,108.0
1391,108.0
1392,105.0
1393,108.0
1394,109.0
1395,108.0
1396,110.0
1397,107.0
1398,113.0
1399,109.0
1400,110.0
1401,107.0
1402,111.0
1403,107.0
1404,110.0
1405,107.0
1406,111.0
1407,104.0
1408,108.0
1409,107.0
1410,110.0
1411,107.0
1412,109.0
1413,106.0
1414,105.0
1415,120.0
1416,109.0
1417,107.0
1418,108.0
1419,109.0
1420,106.0
1421,113.0
1422,106.0
1423,111.0
1424,108.0
1425,107.0
1426,110.0
1427,109.0
1428,103.0
1429,113.0
1430,113.0
1431,107.0
1432,103.0
1433,109.0
1434,105.0
1435,110.0
1436,110.0
1437,112.0
1438,110.0
1439,105.0
1440,107.0
1441,108.0
1442,111.0
1443,107.0
1444,107.0
1445,110.0
1446,105.0
1447,112.0
1448,111.0
1449,108.0
1450,105.0
1451,105.0
1452,104.0
1453,110.0
1454,112.0
1455,112.0
1456,108.0
1457,107.0
1458,106.0
1459,108.0
1460,107.0
1461,114.0
1462,104.0
1463,107.0
1464,102.0
1465,104.0
1466,108.0
1467,108.0
1468,107.0
1469,111.0
1470,104.0
1471,103.0
1472,104.0
1473,104.0
1474,100.0
1475,101.0
1476,101.0
1477,109.0
1478,103.0
1479,99.0
1480,101.0
1481,101.0
1482,96.0
1483,98.0
1484,103.0
1485,101.0
1486,101.0
1487,104.0
1488,104.0
1489,102.0
1490,104.0
1491,105.0
1492,99.0
1493,109.0
1494,105.0
1495,108.0
1496,104.0
1497,102.0
1498,100.0
1499,102.0
1500,101.0
1501,107.0
1502,111.0
1503,111.0
1504,101.0
1505,106.0
1506,99.0
1507,106.0
1508,106.0
1509,109.0
1510,108.0
1511,108.0
1512,112.0
1513,110.0
1514,102.0
1515,111.0
1516,106.0
1517,101.0
1518,109.0
1519,109.0
1520,105.0
1521,111.0
1522,109.0
1523,109.0
1524,107.0
1525,107.0
1526,111.0
1527,117.0
1528,109.0
1529,108.0
1530,113.0
1531,107.0
1532,114.0
1533,107.0
1534,108.0
1535,115.0
1536,108.0
1537,109.0
1538,113.0
1539,106.0
1540,111.0
1541,110.0
1542,113.0
1543,116.0
1544,113.0
1545,113.0
1546,119.0
1547,115.0
1548,120.0
1549,112.0
1550,113.0
1551,115.0
1552,112.0
1553,118.0
1554,116.0
1555,117.0
1556,118.0
1557,114.0
1558,117.0
1559,118.0
1560,115.0
1561,115.0
1562,112.0
1563,117.0
1564,111.0
1565,119.0
1566,120.0
1567,109.0
1568,120.0
1569,118.0
1570,119.0
1571,121.0
1572,117.0
1573,116.0
1574,120.0
1575,118.0
1576,122.0
1577,119.0
1578,122.0
1579,117.0
1580,117.0
1581,119.0
1582,118.0
1583,120.0
1584,119.0
1585,114.0
1586,113.0
1587,117.0
1588,121.0
1589,118.0
1590,117.0
1591,118.0
1592,112.0
1593,113.0
1594,118.0
1595,117.0
1596,112.0
1597,122.0
1598,116.0
1599,115.0
1600,117.0
1601,114.0
1602,114.0
1603,118.0
1604,109.0
1605,120.0
1606,120.0
1607,113.0
1608,116.0
1609,114.0
1610,115.0
1611,117.0
1612,110.0
1613,114.0
1614,121.0
1615,118.0
1616,118.0
1617,118.0
1618,118.0
1619,115.0
1620,116.0
1621,118.0
1622,118.0
1623,117.0
1624,116.0
1625,117.0
1626,117.0
1627,111.0
1628,114.0
1629,121.0
1630,117.0
1631,119.0
1632,122.0
1633,116.0
1634,122.0
1635,114.0
1636,124.0
1637,123.0
1638,124.0
1639,122.0
1640,127.0
1641,121.0
1642,122.0
1643,120.0
1644,122.0
1645,124.0
1646,128.0
1647,125.0
1648,127.0
1649,128.0
1650,120.0
1651,131.0
1652,127.0
1653,130.0
1654,125.0
1655,130.0
1656,130.0
1657,128.0
1658,125.0
1659,127.0
1660,120.0
1661,131.0
1662,128.0
1663,130.0
1664,130.0
1665,126.0
1666,130.0
1667,124.0
1668,124.0
1669,130.0
1670,124.0
1671,129.0
1672,122.0
1673,128.0
1674,126.0
1675,130.0
1676,123.0
1677,130.0
1678,125.0
1679,130.0
1680,122.0
1681,128.0
1682,124.0
1683,123.0
1684,127.0
1685,123.0
1686,123.0
1687,125.0
1688,122.0
1689,119.0
1690,123.0
1691,123.0
1692,121.0
1693,123.0
1694,122.0
1695,122.0
1696,124.0
1697,126.0
1698,124.0
1699,123.0
1700,124.0
1701,118.0
1702,126.0
1703,122.0
1704,119.0
1705,126.0
1706,124.0
1707,123.0
1708,118.0
1709,115.0
1710,128.0
1711,124.0
1712,120.0
1713,120.0
1714,123.0
1715,126.0
1716,128.0
1717,128.0
1718,128.0
1719,121.0
1720,124.0
1721,124.0
1722,123.0
1723,130.0
1724,130.0
1725,131.0
1726,127.0
1727,129.0
1728,129.0
1729,128.0
1730,127.0
1731,130.0
1732,128.0
1733,127.0
1734,127.0
1735,129.0
1736,130.0
1737,131.0
1738,129.0
1739,124.0
1740,127.0
1741,127.0
1742,127.0
1743,126.0
1744,122.0
1745,128.0
1746,127.0
1747,125.0
1748,123.0
1749,126.0
1750,125.0
1751,122.0
1752,123.0
1753,128.0
1754,123.0
1755,125.0
1756,129.0
1757,124.0
1758,125.0
1759,125.0
1760,120.0
1761,121.0
1762,128.0
1763,126.0
1764,123.0
1765,120.0
1766,128.0
1767,121.0
1768,120.0
1769,123.0
1770,116.0
1771,117.0
1772,123.0
1773,120.0
1774,120.0
1775,119.0
1776,122.0
1777,116.0
1778,116.0
1779,124.0
1780,116.0
1781,118.0
1782,120.0
1783,118.0
1784,121.0
1785,119.0
1786,117.0
1787,118.0
1788,125.0
1789,120.0
1790,116.0
1791,116.0
1792,121.0
1793,116.0
1794,116.0
1795,116.0
1796,115.0
1797,115.0
1798,116.0
1799,109.0
1800,115.0
1801,115.0
1802,119.0
1803,113.0
1804,123.0
1805,115.0
1806,113.0
1807,112.0
1808,111.0
1809,118.0
1810,114.0
1811,120.0
1812,113.0
1813,112.0
1814,119.0
1815,119.0
1816,109.0
1817,112.0
1818,114.0
1819,110.0
1820,114.0
1821,115.0
1822,116.0
1823,121.0
1824,115.0
1825,111.0
1826,116.0
1827,120.0
1828,118.0
1829,111.0
1830,118.0
1831,119.0
1832,125.0
1833,122.0
1834,118.0
1835,124.0
1836,123.0
1837,120.0
1838,126.0
1839,121.0
1840,125.0
1841,123.0
1842,123.0
1843,128.0
1844,124.0
1845,124.0
1846,128.0
1847,128.0
1848,128.0
1849,125.0
1850,123.0
1851,121.0
1852,127.0
1853,128.0
1854,127.0
1855,125.0
1856,123.0
1857,124.0
1858,129.0
1859,126.0
1860,133.0
1861,128.0
1862,129.0
1863,127.0
1864,126.0
1865,128.0
1866,127.0
1867,123.0
1868,127.0
1869,130.0
1870,125.0
1871,121.0
1872,133.0
1873,125.0
1874,121.0
